name	dtype	shape	nbytes	shard
model.layers.43.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00009-of-00016.safetensors
model.layers.43.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00009-of-00016.safetensors
model.layers.43.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00009-of-00016.safetensors
model.layers.43.post_attention_layernorm.weight	BF16	4096	8192	model-00009-of-00016.safetensors
model.layers.43.self_attn.k_norm.weight	BF16	128	256	model-00009-of-00016.safetensors
model.layers.43.self_attn.k_proj.biases	BF16	1024x64	131072	model-00009-of-00016.safetensors
model.layers.43.self_attn.k_proj.scales	BF16	1024x64	131072	model-00009-of-00016.safetensors
model.layers.43.self_attn.k_proj.weight	U32	1024x512	2097152	model-00009-of-00016.safetensors
model.layers.43.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00009-of-00016.safetensors
model.layers.43.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00009-of-00016.safetensors
model.layers.43.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00009-of-00016.safetensors
model.layers.43.self_attn.q_norm.weight	BF16	128	256	model-00009-of-00016.safetensors
model.layers.43.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00009-of-00016.safetensors
model.layers.43.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00009-of-00016.safetensors
model.layers.43.self_attn.q_proj.weight	U32	8192x512	16777216	model-00009-of-00016.safetensors
model.layers.43.self_attn.v_proj.biases	BF16	1024x64	131072	model-00009-of-00016.safetensors
model.layers.43.self_attn.v_proj.scales	BF16	1024x64	131072	model-00009-of-00016.safetensors
model.layers.43.self_attn.v_proj.weight	U32	1024x512	2097152	model-00009-of-00016.safetensors
model.layers.44.input_layernorm.weight	BF16	4096	8192	model-00009-of-00016.safetensors
model.layers.44.mlp.router.expert_bias	F32	96	384	model-00009-of-00016.safetensors
model.layers.44.mlp.router.gate.biases	BF16	96x64	12288	model-00009-of-00016.safetensors
model.layers.44.mlp.router.gate.scales	BF16	96x64	12288	model-00009-of-00016.safetensors
model.layers.44.mlp.router.gate.weight	U32	96x1024	393216	model-00009-of-00016.safetensors
model.layers.44.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00009-of-00016.safetensors
model.layers.44.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00009-of-00016.safetensors
model.layers.44.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00009-of-00016.safetensors
model.layers.44.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00009-of-00016.safetensors
model.layers.44.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00009-of-00016.safetensors
model.layers.44.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00009-of-00016.safetensors
model.layers.44.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00009-of-00016.safetensors
model.layers.44.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00009-of-00016.safetensors
model.layers.44.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00009-of-00016.safetensors
model.layers.44.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00009-of-00016.safetensors
model.layers.44.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00009-of-00016.safetensors
model.layers.44.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00009-of-00016.safetensors
model.layers.44.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00009-of-00016.safetensors
model.layers.44.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00009-of-00016.safetensors
model.layers.44.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00009-of-00016.safetensors
model.layers.44.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00009-of-00016.safetensors
model.layers.44.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00009-of-00016.safetensors
model.layers.44.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00009-of-00016.safetensors
model.layers.44.post_attention_layernorm.weight	BF16	4096	8192	model-00009-of-00016.safetensors
model.layers.44.self_attn.k_norm.weight	BF16	128	256	model-00009-of-00016.safetensors
model.layers.44.self_attn.k_proj.biases	BF16	1024x64	131072	model-00009-of-00016.safetensors
model.layers.44.self_attn.k_proj.scales	BF16	1024x64	131072	model-00009-of-00016.safetensors
model.layers.44.self_attn.k_proj.weight	U32	1024x512	2097152	model-00009-of-00016.safetensors
model.layers.44.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00009-of-00016.safetensors
model.layers.44.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00009-of-00016.safetensors
model.layers.44.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00009-of-00016.safetensors
model.layers.44.self_attn.q_norm.weight	BF16	128	256	model-00009-of-00016.safetensors
model.layers.44.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00009-of-00016.safetensors
model.layers.44.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00009-of-00016.safetensors
model.layers.44.self_attn.q_proj.weight	U32	8192x512	16777216	model-00009-of-00016.safetensors
model.layers.44.self_attn.v_proj.biases	BF16	1024x64	131072	model-00009-of-00016.safetensors
model.layers.44.self_attn.v_proj.scales	BF16	1024x64	131072	model-00009-of-00016.safetensors
model.layers.44.self_attn.v_proj.weight	U32	1024x512	2097152	model-00009-of-00016.safetensors
model.layers.45.input_layernorm.weight	BF16	4096	8192	model-00010-of-00016.safetensors
model.layers.45.mlp.router.expert_bias	F32	96	384	model-00010-of-00016.safetensors
model.layers.45.mlp.router.gate.biases	BF16	96x64	12288	model-00010-of-00016.safetensors
model.layers.45.mlp.router.gate.scales	BF16	96x64	12288	model-00010-of-00016.safetensors
model.layers.45.mlp.router.gate.weight	U32	96x1024	393216	model-00010-of-00016.safetensors
model.layers.45.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00010-of-00016.safetensors
model.layers.45.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00010-of-00016.safetensors
model.layers.45.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00010-of-00016.safetensors
model.layers.45.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00010-of-00016.safetensors
model.layers.45.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00010-of-00016.safetensors
model.layers.45.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00010-of-00016.safetensors
model.layers.45.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00010-of-00016.safetensors
model.layers.45.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00010-of-00016.safetensors
model.layers.45.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00010-of-00016.safetensors
model.layers.45.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00010-of-00016.safetensors
model.layers.45.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00010-of-00016.safetensors
model.layers.45.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00010-of-00016.safetensors
model.layers.45.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00009-of-00016.safetensors
model.layers.45.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00009-of-00016.safetensors
model.layers.45.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00009-of-00016.safetensors
model.layers.45.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00010-of-00016.safetensors
model.layers.45.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00010-of-00016.safetensors
model.layers.45.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00010-of-00016.safetensors
model.layers.45.post_attention_layernorm.weight	BF16	4096	8192	model-00010-of-00016.safetensors
model.layers.45.self_attn.k_norm.weight	BF16	128	256	model-00009-of-00016.safetensors
model.layers.45.self_attn.k_proj.biases	BF16	1024x64	131072	model-00009-of-00016.safetensors
model.layers.45.self_attn.k_proj.scales	BF16	1024x64	131072	model-00009-of-00016.safetensors
model.layers.45.self_attn.k_proj.weight	U32	1024x512	2097152	model-00009-of-00016.safetensors
model.layers.45.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00009-of-00016.safetensors
model.layers.45.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00009-of-00016.safetensors
model.layers.45.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00009-of-00016.safetensors
model.layers.45.self_attn.q_norm.weight	BF16	128	256	model-00009-of-00016.safetensors
model.layers.45.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00009-of-00016.safetensors
model.layers.45.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00009-of-00016.safetensors
model.layers.45.self_attn.q_proj.weight	U32	8192x512	16777216	model-00009-of-00016.safetensors
model.layers.45.self_attn.v_proj.biases	BF16	1024x64	131072	model-00009-of-00016.safetensors
model.layers.45.self_attn.v_proj.scales	BF16	1024x64	131072	model-00009-of-00016.safetensors
model.layers.45.self_attn.v_proj.weight	U32	1024x512	2097152	model-00009-of-00016.safetensors
model.layers.46.input_layernorm.weight	BF16	4096	8192	model-00010-of-00016.safetensors
model.layers.46.mlp.router.expert_bias	F32	96	384	model-00010-of-00016.safetensors
model.layers.46.mlp.router.gate.biases	BF16	96x64	12288	model-00010-of-00016.safetensors
model.layers.46.mlp.router.gate.scales	BF16	96x64	12288	model-00010-of-00016.safetensors
model.layers.46.mlp.router.gate.weight	U32	96x1024	393216	model-00010-of-00016.safetensors
model.layers.46.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00010-of-00016.safetensors
model.layers.46.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00010-of-00016.safetensors
model.layers.46.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00010-of-00016.safetensors
model.layers.46.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00010-of-00016.safetensors
model.layers.46.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00010-of-00016.safetensors
model.layers.46.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00010-of-00016.safetensors
model.layers.46.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00010-of-00016.safetensors
model.layers.46.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00010-of-00016.safetensors
model.layers.46.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00010-of-00016.safetensors
model.layers.46.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00010-of-00016.safetensors
model.layers.46.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00010-of-00016.safetensors
model.layers.46.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00010-of-00016.safetensors
model.layers.46.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00010-of-00016.safetensors
model.layers.46.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00010-of-00016.safetensors
model.layers.46.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00010-of-00016.safetensors
model.layers.46.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00010-of-00016.safetensors
model.layers.46.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00010-of-00016.safetensors
model.layers.46.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00010-of-00016.safetensors
model.layers.46.post_attention_layernorm.weight	BF16	4096	8192	model-00010-of-00016.safetensors
model.layers.46.self_attn.k_norm.weight	BF16	128	256	model-00010-of-00016.safetensors
model.layers.46.self_attn.k_proj.biases	BF16	1024x64	131072	model-00010-of-00016.safetensors
model.layers.46.self_attn.k_proj.scales	BF16	1024x64	131072	model-00010-of-00016.safetensors
model.layers.46.self_attn.k_proj.weight	U32	1024x512	2097152	model-00010-of-00016.safetensors
model.layers.46.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00010-of-00016.safetensors
model.layers.46.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00010-of-00016.safetensors
model.layers.46.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00010-of-00016.safetensors
model.layers.46.self_attn.q_norm.weight	BF16	128	256	model-00010-of-00016.safetensors
model.layers.46.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00010-of-00016.safetensors
model.layers.46.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00010-of-00016.safetensors
model.layers.46.self_attn.q_proj.weight	U32	8192x512	16777216	model-00010-of-00016.safetensors
model.layers.46.self_attn.v_proj.biases	BF16	1024x64	131072	model-00010-of-00016.safetensors
model.layers.46.self_attn.v_proj.scales	BF16	1024x64	131072	model-00010-of-00016.safetensors
model.layers.46.self_attn.v_proj.weight	U32	1024x512	2097152	model-00010-of-00016.safetensors
model.layers.47.input_layernorm.weight	BF16	4096	8192	model-00010-of-00016.safetensors
model.layers.47.mlp.router.expert_bias	F32	96	384	model-00010-of-00016.safetensors
model.layers.47.mlp.router.gate.biases	BF16	96x64	12288	model-00010-of-00016.safetensors
model.layers.47.mlp.router.gate.scales	BF16	96x64	12288	model-00010-of-00016.safetensors
model.layers.47.mlp.router.gate.weight	U32	96x1024	393216	model-00010-of-00016.safetensors
model.layers.47.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00010-of-00016.safetensors
model.layers.47.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00010-of-00016.safetensors
model.layers.47.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00010-of-00016.safetensors
model.layers.47.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00010-of-00016.safetensors
model.layers.47.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00010-of-00016.safetensors
model.layers.47.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00010-of-00016.safetensors
model.layers.47.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00010-of-00016.safetensors
model.layers.47.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00010-of-00016.safetensors
model.layers.47.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00010-of-00016.safetensors
model.layers.47.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00010-of-00016.safetensors
model.layers.47.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00010-of-00016.safetensors
model.layers.47.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00010-of-00016.safetensors
model.layers.47.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00010-of-00016.safetensors
model.layers.47.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00010-of-00016.safetensors
model.layers.47.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00010-of-00016.safetensors
model.layers.47.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00010-of-00016.safetensors
model.layers.47.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00010-of-00016.safetensors
model.layers.47.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00010-of-00016.safetensors
model.layers.47.post_attention_layernorm.weight	BF16	4096	8192	model-00010-of-00016.safetensors
model.layers.47.self_attn.k_norm.weight	BF16	128	256	model-00010-of-00016.safetensors
model.layers.47.self_attn.k_proj.biases	BF16	1024x64	131072	model-00010-of-00016.safetensors
model.layers.47.self_attn.k_proj.scales	BF16	1024x64	131072	model-00010-of-00016.safetensors
model.layers.47.self_attn.k_proj.weight	U32	1024x512	2097152	model-00010-of-00016.safetensors
model.layers.47.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00010-of-00016.safetensors
model.layers.47.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00010-of-00016.safetensors
model.layers.47.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00010-of-00016.safetensors
model.layers.47.self_attn.q_norm.weight	BF16	128	256	model-00010-of-00016.safetensors
model.layers.47.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00010-of-00016.safetensors
model.layers.47.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00010-of-00016.safetensors
model.layers.47.self_attn.q_proj.weight	U32	8192x512	16777216	model-00010-of-00016.safetensors
model.layers.47.self_attn.v_proj.biases	BF16	1024x64	131072	model-00010-of-00016.safetensors
model.layers.47.self_attn.v_proj.scales	BF16	1024x64	131072	model-00010-of-00016.safetensors
model.layers.47.self_attn.v_proj.weight	U32	1024x512	2097152	model-00010-of-00016.safetensors
model.layers.48.input_layernorm.weight	BF16	4096	8192	model-00010-of-00016.safetensors
model.layers.48.mlp.router.expert_bias	F32	96	384	model-00010-of-00016.safetensors
model.layers.48.mlp.router.gate.biases	BF16	96x64	12288	model-00010-of-00016.safetensors
model.layers.48.mlp.router.gate.scales	BF16	96x64	12288	model-00010-of-00016.safetensors
model.layers.48.mlp.router.gate.weight	U32	96x1024	393216	model-00010-of-00016.safetensors
model.layers.48.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00010-of-00016.safetensors
model.layers.48.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00010-of-00016.safetensors
model.layers.48.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00010-of-00016.safetensors
model.layers.48.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00010-of-00016.safetensors
model.layers.48.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00010-of-00016.safetensors
model.layers.48.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00010-of-00016.safetensors
model.layers.48.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00010-of-00016.safetensors
model.layers.48.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00010-of-00016.safetensors
model.layers.48.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00010-of-00016.safetensors
model.layers.48.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00010-of-00016.safetensors
model.layers.48.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00010-of-00016.safetensors
model.layers.48.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00010-of-00016.safetensors
model.layers.48.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00010-of-00016.safetensors
model.layers.48.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00010-of-00016.safetensors
model.layers.48.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00010-of-00016.safetensors
model.layers.48.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00010-of-00016.safetensors
model.layers.48.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00010-of-00016.safetensors
model.layers.48.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00010-of-00016.safetensors
model.layers.48.post_attention_layernorm.weight	BF16	4096	8192	model-00010-of-00016.safetensors
model.layers.48.self_attn.k_norm.weight	BF16	128	256	model-00010-of-00016.safetensors
model.layers.48.self_attn.k_proj.biases	BF16	1024x64	131072	model-00010-of-00016.safetensors
model.layers.48.self_attn.k_proj.scales	BF16	1024x64	131072	model-00010-of-00016.safetensors
model.layers.48.self_attn.k_proj.weight	U32	1024x512	2097152	model-00010-of-00016.safetensors
model.layers.48.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00010-of-00016.safetensors
model.layers.48.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00010-of-00016.safetensors
model.layers.48.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00010-of-00016.safetensors
model.layers.48.self_attn.q_norm.weight	BF16	128	256	model-00010-of-00016.safetensors
model.layers.48.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00010-of-00016.safetensors
model.layers.48.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00010-of-00016.safetensors
model.layers.48.self_attn.q_proj.weight	U32	8192x512	16777216	model-00010-of-00016.safetensors
model.layers.48.self_attn.v_proj.biases	BF16	1024x64	131072	model-00010-of-00016.safetensors
model.layers.48.self_attn.v_proj.scales	BF16	1024x64	131072	model-00010-of-00016.safetensors
model.layers.48.self_attn.v_proj.weight	U32	1024x512	2097152	model-00010-of-00016.safetensors
model.layers.49.input_layernorm.weight	BF16	4096	8192	model-00010-of-00016.safetensors
model.layers.49.mlp.router.expert_bias	F32	96	384	model-00010-of-00016.safetensors
model.layers.49.mlp.router.gate.biases	BF16	96x64	12288	model-00010-of-00016.safetensors
model.layers.49.mlp.router.gate.scales	BF16	96x64	12288	model-00010-of-00016.safetensors
model.layers.49.mlp.router.gate.weight	U32	96x1024	393216	model-00010-of-00016.safetensors
model.layers.49.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00010-of-00016.safetensors
model.layers.49.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00010-of-00016.safetensors
model.layers.49.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00010-of-00016.safetensors
model.layers.49.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00010-of-00016.safetensors
model.layers.49.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00010-of-00016.safetensors
model.layers.49.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00010-of-00016.safetensors
model.layers.49.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00010-of-00016.safetensors
model.layers.49.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00010-of-00016.safetensors
model.layers.49.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00010-of-00016.safetensors
model.layers.49.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00010-of-00016.safetensors
model.layers.49.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00010-of-00016.safetensors
model.layers.49.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00010-of-00016.safetensors
model.layers.49.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00010-of-00016.safetensors
model.layers.49.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00010-of-00016.safetensors
model.layers.49.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00010-of-00016.safetensors
model.layers.49.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00010-of-00016.safetensors
model.layers.49.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00010-of-00016.safetensors
model.layers.49.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00010-of-00016.safetensors
model.layers.49.post_attention_layernorm.weight	BF16	4096	8192	model-00010-of-00016.safetensors
model.layers.49.self_attn.k_norm.weight	BF16	128	256	model-00010-of-00016.safetensors
model.layers.49.self_attn.k_proj.biases	BF16	1024x64	131072	model-00010-of-00016.safetensors
model.layers.49.self_attn.k_proj.scales	BF16	1024x64	131072	model-00010-of-00016.safetensors
model.layers.49.self_attn.k_proj.weight	U32	1024x512	2097152	model-00010-of-00016.safetensors
model.layers.49.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00010-of-00016.safetensors
model.layers.49.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00010-of-00016.safetensors
model.layers.49.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00010-of-00016.safetensors
model.layers.49.self_attn.q_norm.weight	BF16	128	256	model-00010-of-00016.safetensors
model.layers.49.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00010-of-00016.safetensors
model.layers.49.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00010-of-00016.safetensors
model.layers.49.self_attn.q_proj.weight	U32	8192x512	16777216	model-00010-of-00016.safetensors
model.layers.49.self_attn.v_proj.biases	BF16	1024x64	131072	model-00010-of-00016.safetensors
model.layers.49.self_attn.v_proj.scales	BF16	1024x64	131072	model-00010-of-00016.safetensors
model.layers.49.self_attn.v_proj.weight	U32	1024x512	2097152	model-00010-of-00016.safetensors
model.layers.5.input_layernorm.weight	BF16	4096	8192	model-00002-of-00016.safetensors
model.layers.5.mlp.router.expert_bias	F32	96	384	model-00002-of-00016.safetensors
model.layers.5.mlp.router.gate.biases	BF16	96x64	12288	model-00002-of-00016.safetensors
model.layers.5.mlp.router.gate.scales	BF16	96x64	12288	model-00002-of-00016.safetensors
model.layers.5.mlp.router.gate.weight	U32	96x1024	393216	model-00002-of-00016.safetensors
model.layers.5.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00002-of-00016.safetensors
model.layers.5.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00002-of-00016.safetensors
model.layers.5.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00002-of-00016.safetensors
model.layers.5.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00002-of-00016.safetensors
model.layers.5.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00002-of-00016.safetensors
model.layers.5.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00002-of-00016.safetensors
model.layers.5.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00002-of-00016.safetensors
model.layers.5.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00002-of-00016.safetensors
model.layers.5.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00002-of-00016.safetensors
model.layers.5.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00002-of-00016.safetensors
model.layers.5.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00002-of-00016.safetensors
model.layers.5.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00002-of-00016.safetensors
model.layers.5.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00001-of-00016.safetensors
model.layers.5.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00001-of-00016.safetensors
model.layers.5.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00001-of-00016.safetensors
model.layers.5.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00002-of-00016.safetensors
model.layers.5.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00002-of-00016.safetensors
model.layers.5.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00002-of-00016.safetensors
model.layers.5.post_attention_layernorm.weight	BF16	4096	8192	model-00002-of-00016.safetensors
model.layers.5.self_attn.k_norm.weight	BF16	128	256	model-00001-of-00016.safetensors
model.layers.5.self_attn.k_proj.biases	BF16	1024x64	131072	model-00001-of-00016.safetensors
model.layers.5.self_attn.k_proj.scales	BF16	1024x64	131072	model-00001-of-00016.safetensors
model.layers.5.self_attn.k_proj.weight	U32	1024x512	2097152	model-00001-of-00016.safetensors
model.layers.5.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00001-of-00016.safetensors
model.layers.5.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00001-of-00016.safetensors
model.layers.5.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00001-of-00016.safetensors
model.layers.5.self_attn.q_norm.weight	BF16	128	256	model-00001-of-00016.safetensors
model.layers.5.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00001-of-00016.safetensors
